text,label
@Venkatesh Sha super ,not-Tamil
இனி கோரோனா இல்லாதவனை தனிமை படுத்தும் காலம் வரும்... ,Non_hope_speech
Happy birthday appanVunga please engaluku kudunga ,Hope_speech
last 2 minute than puriyum pola starting pesarathalam marunthurum ,Non_hope_speech
காற்றுக்கு தூது கொரோனாவை அழிக்க சொல்லு. ,Hope_speech
நாயை இப்ப பேச விட்டது ரொம்ப தப்பு மரியாதை செலுத்தி மது அதைவிட தப்பு நாயை நாயாக வைக்கவேண்டும்nசைனா நாய் செய்வது வெரும் போலிதான் ,Non_hope_speech
8 o clock ,Hope_speech
Made in india. ,not-Tamil
Covaxin pathi pesunga thala ,Non_hope_speech
U r altimate ,Hope_speech
China thaan intha vaccine vachu nala business pannu vaingka oru kalathula india Britishku adimiya irruinthuchu ippo entha motha ulagama China ku adimaya irruka poguthu ,Non_hope_speech
Looks like you are next arnab goswami ,Hope_speech
Okay va super ,Hope_speech
Super message madhangowri thanks ,Hope_speech
@TN Tacaz yov ,Hope_speech
Toilet build panuna India eappadi develop agum mg ,Hope_speech
hi madan bro.americala yum delete panrangala bro?. ,Non_hope_speech
8 30 pm ,not-Tamil
Nalla vala india la varala first vanthu irunthu evanu care eduthu irika mattanununga ,Non_hope_speech
Innada paithiya kaaran maari pesraa... lusu payaley.. uc browser illa na opera mini use pannu.. ovoru app kum opposite ah oru app irukum.. ,Hope_speech
Bro tubemate app thinking face thinking face ,not-Tamil
Ignore pannanum bro ,Hope_speech
சீனாக்காரனை துவம்சம் செய்ய இந்தியாவிடம் RSS டவுசர் -தடி படை வெற்றி நிச்சயம் ,Non_hope_speech
China karanga again start panntangalaexploding head ... Kadavule person facepalming ,Non_hope_speech
Hi janani! ,Non_hope_speech
Bro ethu pilliyar suli matrei etha vaichi tha mattha visaiyathalam pudipagga paruggalean ,Hope_speech
Thayavu senji ellam pubg vilayadurathu vidunga plsss athu safe illa unga health dhan spoil aagum plss purinjikonga namma parents ippo namabala pathukuranga namma parents ah aagum pothu namma childrens ah pakka mudiuma seekirama namma eye and fingers spoil aagum so purinjikonga ,Non_hope_speech
Mukilan pathi pesunga bro Plse Plse Plse ,Hope_speech
Sir... LGw 30 pro... Made in India nu potu iruku ,Non_hope_speech
Vaa arunaasalam nee varuva nu therium rolling on the floor laughing rolling on the floor laughing ,Hope_speech
Evanugalukku saga vali therila ya noya kantuputichu savaranga ,Non_hope_speech
media அன்னிய கைக்கூலி ,Non_hope_speech
Super g ,not-Tamil
காங்கிரஸ் ஆட்சின்னு நெனச்சீங்களோ. ,Non_hope_speech
Bro ippa corona 2025 varaikum lead anaka engaluku degree kudupagala exam ezhuthama ,Hope_speech
Uc browser mini innun ban agala ,Hope_speech
Indha china karanukku vera velaye illa... yeppa pathalu yedhayavadhu thinnu andha noi indha noi nu worldku konduvaranunga... ,Non_hope_speech
Mg squad ,Non_hope_speech
Etha ellam ma notice pannu vinka ,Hope_speech
Now I'm in China so sad ,not-Tamil
Bro china vaccine nambakudathu becoz avanga test kid hae india vangi fail agiruku ,Non_hope_speech
Bro talk about adimurai ,Non_hope_speech
Bro nenga intha online marketing pathana video post pannunga ,Non_hope_speech
Enna bro India kaaga pubg aa vidamaateengala ,Non_hope_speech
World war begins ,not-Tamil
Bro oppo made in India dhana potruku... Pls sollunga ,Non_hope_speech
Asus mid range phone varuma ,Non_hope_speech
Saniya pudichavanunga namala savadikama vida matanunga polaface with symbols on mouth face with symbols on mouth face with symbols on mouth ,Non_hope_speech
இன்னைக்கு நானும் oneplus மொபைல் வாங்கினேன் ..நீங்க சொல்ற லாஜிக் சரி ஆனா நீங்க வச்சிருக்கிற iphone max 11 pro அளவுக்கு கொஞ்சம் configuration mobile வாங்கனுமன மாதிரி mi oneplus வாங்க முடியும் ஜி.. எல்லாருக்கும் ஆசை இருந்தாலும் ஒன்னும் வாங்க முடியாது.. அத மீறி வாங்க நா low configuration ல நிறைய பணம் கொடுத்து வாங்க samsung iphone அதுவும் இன்னொரு நாட்டு காரனுக்கு வருமானம்.... ,Hope_speech
Bro ungala paakum boothu thalapathy vijay maari irrukeenga ,Hope_speech
Moto e5 plus ,Hope_speech
Allah oda akram...bro ,Hope_speech
Thalaiva mask important ,Hope_speech
Happy birthday thala dhoni ,Hope_speech
leavla irruka veerargali varavalaikalaamey ,Non_hope_speech
Friends use TN360 app nSaatharana shop Kuda online shop aakalamnNamala suthi erukira job vacancy theriumnUnga job profile ah post panikalam nOnly for Tamilnadu nFor Tamilnadu people ,Non_hope_speech
Plz rply pannunga... Neenga use pantrathu enna mobile ,Non_hope_speech
Manam irukarava use Pana matan ,Hope_speech
வழக்கம் வேடிக்கை பார்ப்பதுதான் best ,Non_hope_speech
கொர்னாவை கட்டுப்படுத்துவதில் தோல்வி ! திசை திருப்ப சீனா ,Non_hope_speech
Asus com on ,Non_hope_speech
Shareit matum than na use pandren nenga sonna app la. ,Non_hope_speech
Y late bro ,Hope_speech
Yes super bro ,Hope_speech
Saamoogam periya edam pola.. ,Non_hope_speech
உண்மை நண்பா சீன பொருட்கள் தவிர்ப்போம் ,Hope_speech
Ethu nadakiratho athuve nadakkattum ,Hope_speech
@Rajesh U avaru thappa solitaru avaru pottu irukara na thappa soliten nu ,Non_hope_speech
Mg squad ,not-Tamil
Nama urula appdi la oinnum kadiyathu hotel li ea noi irrukum ,Non_hope_speech
தகவலிற்கு நன்றி BRO அருமையாக விளக்கினீர்கள் ,Hope_speech
Roposo app user like here ,not-Tamil
தடவை பார்த்த வீடியோ மறு தடவை பார்க்காமல் இருக்க லைக் பண்ணி அடையாளப்படுத்திகிறேன் அவ்வளவோ வீடியோ இருக்கு... ,Hope_speech
Neenga epo potalum na pathuruveann yeana ungaloda voice and ungalodda videos Kum na periya fan and Kerala ipo poitu iruga padmanadha swami kovil Patriya latest news ah pathi video podunga we r waiting ,Hope_speech
Ippadi thaan solluvinga vaccine kandu pidichittomnu appurom aagale nu solluveenga naan namba maaten. Hit like if you guys agree. ,Hope_speech
நண்பா...நம் வீடியோகளை பாருங்க...உங்களுக்கு பிடிக்கும்...பிடித்தால் ஆதரவு தாருங்கள் friends...50 subs அடைய உதவுங்கள் mg squad ,Non_hope_speech
Apo ellar kittayum. Vaaika thagaraaraaathinking face face with monocle zany face ,Hope_speech
முதலில் சீனப் பொருட்களை இறக்குமதி செய்வதை இந்திய அரசு தடை செய்ய வேண்டும். குதிரைகளை திறந்து லாயத்தை மூடுவதில் பயனில்லை. நாமொன்றும் சீனா சென்று சீனப் பொருட்களை வாங்குவதில்லை. ,Non_hope_speech
சிவகங்கை அருகே ராணுவ வீரரின் தாய் ,Hope_speech
7.00Pm To 8.00Pm Brother nஎந்த நாடு தடுப்பு மருந்து கண்டுபிடிக்கும் தெரியாது ஆனால் இந்தியாவில் கண்டுபிடிக்கப்பட்டால் உலக நாடுகள் மிரட்டிதான் பெற முயற்ச்சிப்பார்கள். ,Hope_speech
China mela nuclear bomb podanum like pannunga if you agree . ,Non_hope_speech
China America inadia va vechu seithu namba tha pa angana kadai adu pongana ithellam Oru issuvana ,Hope_speech
My channel name ,not-Tamil
irukka Engineering college laam temperory hospital aah maathitu online classes eduthaaa ,Non_hope_speech
GAMING SQUAD Anna va pathi thappa pesathiha ,Non_hope_speech
Gaming mobile 15 ,not-Tamil
Hi anna like pls ,Hope_speech
Panna matinga. எப்படியும் replay ,Hope_speech
Bro naba china product ah boycott pana than pesitu irukom ,Non_hope_speech
unma dh abut china maathiri nadu namma forgive panaalum namala vidamaataanga ,Non_hope_speech
PUB G... pleading face ,Non_hope_speech
Mg squad star-struck star-struck star-struck ,not-Tamil
Bro idhu gethu kattra neram iduu kedayadu Kodii kanakil Janam already Coronavala adivangirukom ulagame chaina product numbi iruku romba sanda venam adukage namba gethu vidavenam gandhi ji sonaa valiyil povom . ,Hope_speech
Comedy panathinga sir ,Hope_speech
Ennaku adhae dha thonuchu ,Hope_speech
Ummpa ku da mudiyathu china va ungalala oru pundaum panna mudiyathu ,Hope_speech
bro redmi air dots vs realme q buds compare video bro ,Hope_speech
Bro huawei thinking face ,not-Tamil
Map la irundhunu thelivaa sollenyaa! ,Hope_speech
@Praja Parmesh pubg koreian game ,Hope_speech
Ada poga anna sri Lankan thamilan ku thayana Indian thamilanku peraja hurimai vangi kodutha var pera pellai Indian thamilanuku thaya Amma va eruntha angall harumuga thondaman undru angaludan illa oru Amma erukum pothu havariy kanduka matom illa ma poniku than avargalin thiyagam tharium Amma illa ma pinoniku than kastama erukum intha msg ja pathu haraciyall nu nenache rathinga anaku ipo than 19 years intha hulagathu ku oru vera tamil lan na pathi thariyanum thamilanukaga valtha oru thamilan na pathi intha hulagathuku thariyanum ....... ok intha msg ja pathu thappa nenaikathinga an na hariyama thonuna tha potan anaku English thariyathu but ongaluku purium nu nenaikuran ,Non_hope_speech
கடைசி ஆயுதம்.............. ............... .......தற்சார்பு பொருளாதாரம் ,Non_hope_speech
uninstall pannunga apro theinja alternate sollunga ,Non_hope_speech
Helo app ku pathila enna app use panne mudium anna ,Non_hope_speech
@Subbu Lakshmi xf. n.. ,not-Tamil
@soundharya kannan hater ,Non_hope_speech
Dhayavu senju freefire nu solliraathinga ,Non_hope_speech
Oiii 2 part Ku into vah na last ah ,Non_hope_speech
நாட்டின் அபிவிருத்தி இன்னொரு நாட்டோடு சண்டை இட்ட வளர என்பதில்லை. அத்தியாவசிய தேவைகளை பூர்த்தி செய்வது ஒருநாட்டின் தலையாய கடமையாகும். விட்டுவிட்டு ,Non_hope_speech
எல்ல்லாத்தயும் வித்து முடிச்சிடானுங்கnஅடுத்து காற்று இனிமேல் அதையும் விற்பனை செய்து காசு சம்பாதிக்கனும்...இது இவங்க இலக்கு...வாழும் காலம் இனி குறைவு தான்.... ,Non_hope_speech
I'm Samsung lover ,Hope_speech
Indian govt clarify panna solli kaekavae illa...ivanunga thaan poitu kenji irukanunga......tik tok and other apps varathu... ,Non_hope_speech
KALI ஆயுதம் தெரியுமா உங்களுக்கு?? nஇந்தியாவின் சக்தி வாய்ந்த ஆயுதம் nSee in my Tamil vinyanigal OR Ignore it please ,Hope_speech
ப்ரோ தமிழ் நாட்டுக்கு வராது ,Hope_speech
Madan where is today's new video? Nenga upload panama thoonga mudiyala bro. Upload panunga bro. ,Hope_speech
China pepeils paavam ,Non_hope_speech
Bro ASUS mobile pathi sollunga ,Hope_speech
Idha sonna nambala paitiyam nu sollaranga rolling on the floor laughing ,Non_hope_speech
Nehru ...ஒரு பொரம்போகு..அவனால்தான்..இந்திய சீனாவிடம் தேற்று போனதற்கு காரணம். ,Non_hope_speech
Cam Scan ku alternative ku ,Non_hope_speech
சைனாவுலே எத்தனை வைரஸ் வாந்தலும் பரயில்லே சீனாவுலே வர்ரே விமானே சேவையையும் அனுமதிக்க வேண்டாம் தம்பி ஓகேவா அதுவரைக்கும் இந்தியாவுலே யாருக்கும் எதுவும் ஆகாது ,Non_hope_speech
Bro pokhron oda power paththi podunga ,Hope_speech
நமது ஊருக்கு பொளப்பு தேடி ஓட்ட பொருள்களை விற்கும் அவனே நம் நாட்டை எதிர்க்கும் தரம் இல்லாத பொருள்களை வாங்க வேண்டும்? நேரத்தை வீணடிகும் செயலிளியை பதிவிரக்கம் செய்ய ? ,Hope_speech
Bro Tamil naidu sem exam pathi solugaaa plzz ,Non_hope_speech
free fire enna tamil nadu aaa ,Hope_speech
Thalaivan Donald uh.. ,Hope_speech
Anna vintage style la ORU video podunna romba naal akiduchu ,Hope_speech
Dhoni birthday bro ,Hope_speech
@g menaka rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing Next year varaikum iropom ma.... ,Non_hope_speech
சாத்தான்குளம் தீர்ப்பு ஆச்சி அவ்ளோதானா தன்டனை தருவாங்களா தரமாட்டாங்களா எல்லா ஆதாரமும் சரியாதான இருக்கு அப்புறம் எதற்கு தன்டனை கொடுக்காம இருக்காங்க இப்ப நடக்குதுனு தெரிஞ்சிக்கலாமா ,Hope_speech
Mg's next titles be like twistu mela twistu mela twistu mela twisturolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing ,Hope_speech
சீனா கம்பெனிகள் சீன கம்யூனிஸ்ட் அடிவரிடிகளால்தான் நடத்தப் படுகிறது. அலிபாபா ஜேக் கூட கம்யூனிஸ்ட் கட்சியின் பதவியில் இருக்கிறார். ,Non_hope_speech
Nee aaaani ye pudunga vendam iam Samsung Galaxy customer ban China products ,Hope_speech
US MASS ! bro US India ku neekum solluruthe ke China neekum sollitinga bro ,Non_hope_speech
Anna eleventh exm rathu panna sollunga plzz ,Non_hope_speech
Room போட்டு யோசிப்பங்களோ... ,Non_hope_speech
Chennai al illa gee ,Hope_speech
Files go use panni mobile to laptop share panalama? ,Non_hope_speech
விசயம் சொல்லவா பகுதியில் அழிந்த பறவை இனங்களை பட்டியல் செய். உணவு முறையை தேடு . தீர்வு கண்டிப்பாக உண்டு ,Hope_speech
Vanitha aunty pathy pesada ore channel nama Anna channel Dan pola super mg Anna ,Hope_speech
காட்டுல இருக்குற எல்லாத்தையும் புடிச்சு திண்றானுங்க சைனா பசங்க. அப்பறம் நோய் பரவாமா பண்ணும்... ,Non_hope_speech
Unwanted apps ellame ban pananum...... Especially tik tok.... Matram kondu varanum aadhu TN la nadakadha oru visayam.... Aanaithum makkal kaiyle..... ,Non_hope_speech
Bro Idhukku medicine kandu pudicha Adheyum Enge koode share pannunge plz ,Non_hope_speech
Rmba kavala padra madhiri theriyutheface with hand over mouth face with hand over mouth face with hand over mouth ,Non_hope_speech
எல் ஜி பயனர்.... சூப்பர்... ,Non_hope_speech
Hgsghuhvvdssddhkkhbkohxssryvzseuojbdsweth....bro sorry bro ennaku enna comment pannurathu nu terila ,Hope_speech
Naanga yar vambukum poradhilla engala yaravadhu vambu panna summa vida mattom .....Jai hind ,Non_hope_speech
1 stage irruku vaccination ,Hope_speech
Mg squad hit like ,not-Tamil
Vanakam mg bro ,Hope_speech
நம்ம சைனா எலக்ட்ரானிக் பொருள் தாயரிக்கிறார்கள் நினைக்கிறோம் ஆனா வியட்னாம் தைவான் நிறைய நாடுகள் தாயரிக்கிறார்கள் நம்ம ஊர் கோயம்புத்தூர் ,Non_hope_speech
Vivo 15 my phone ,not-Tamil
பெண்கள் tik tok la நடிக்கிறேண்டு அரைகுறை ஆடைல ஆடுற ஆட்டம் ரொம்ப பெரிய பிரச்னை ல விற்றும் ,Hope_speech
Ji.. Vera level nenga... ,Hope_speech
Vid mate alternative bro ,Hope_speech
mxplayer nallayapp bro ,Non_hope_speech
@Saran Kumar enda symbol ku enna meaningthinking face thinking face ,Non_hope_speech
Operamini best alternative for uc ,Non_hope_speech
Madan bro... 9 ,not-Tamil
Mathi solringa bro India Ku America irukkum ,Non_hope_speech
Pro airla parauna satthom ,Hope_speech
நண்பர்களே புதிதாக youtube channel துவங்கி உள்ளேன். எனக்கும் ஆதரவு தாருங்கள். ,Hope_speech
உண்மை சீனால இருக்கன் வீட்டகு வெளிய போக பயமா இருக்கு முன்னு நாளா வெளிய போகவே இல்லை ,Non_hope_speech
Una mathiri kelatti koothinga than tiktok pundayayum helo pundai yellam phn la vachirukinga ,Non_hope_speech
Tiktok - ம் சீனா உடையதுதான் ,Non_hope_speech
Oru videos la yevaloo advertisement.. ayoo mudiyalaa.. ,Non_hope_speech
பேசரது லூசு மாதிரி ,Non_hope_speech
செத்துட்டான்nஉனக்கு நோவுது லைக்குக்கு ,Non_hope_speech
Poco xiaomi odathu bro...BBK thu illa ,Hope_speech
Bro Semister exam cancel pannanum ,Hope_speech
Neyum ipdiyetha solra ,Hope_speech
Govt allow panla naa automatic ah maarum Nama boycott Pana vendiyathu illa ,Non_hope_speech
Bro laptop password marathu pochu na epdi open panurathu ethu solution irukka bro ,Non_hope_speech
Bro serious sa pesunga ,Non_hope_speech
Bro na new yt channel open panni irruka nalla editing app sollunga bro ,Non_hope_speech
Like germany in 19's ,not-Tamil
Intro vera lvl jirolling on the floor laughing rolling on the floor laughing rolling on the floor laughing ,Hope_speech
Can we use zoom meeting ID and passward also at google meet ? ,Non_hope_speech
Keep rocking anna ur my fav..... ,Hope_speech
Bro america riot pathi pesuga @madangowri ,Non_hope_speech
We need old madan gowrinu solravanga like podunga.. ,Hope_speech
All are OK but pubggggg ,not-Tamil
Madan y India vala pubg something panna mudiyala ,Non_hope_speech
Anna plz be slow ,Hope_speech
Ellathayum uninstall pananum bro kandipa..naa whatsap uninstall panitu telegram use pana poren bro ,Non_hope_speech
Bro.... Lg mobile made in india bro ,not-Tamil
Nee yean evlo sombu adikkura... Indian ku postive ah pesave mantiya ,Non_hope_speech
Suthanthiram petra udane india ellaikalil min veliai amaithu irunthal ippothu intha nilamai varuma ...congress katchikal seutha thavarai enga modi jivanthu than sari panna vendum ena iruku... ,Hope_speech
Idhula avaru enna sollitarunu ivlo unlike panni irukkanga nEnna nadakuthunu namku inform pandranga .... Idhula unlike panna Enna iruku ... ,Hope_speech
Bro 9.50 sec check pannuga mistake pannirukiga.... Nalla parunga ,Non_hope_speech
Bro avaga panna mariya namba border la ulla vanthagala atha mari namba avaga border la vara edam mean mukiyamana edam la ulla poi pudichi vaikanum appo than get to know how it feels eppadi panna avaga back adika vaipu eruku bro ,Hope_speech
மக்களே nnnYoutube la Suria talkies nu search panni paarunga antha சேனலுக்கு ஆதரவு தாருங்கள் ,Non_hope_speech
அமெரிக்கா சீனா தலையில் பெரிய கொட்டு வச்சிருக்காங்க சீனா தன்னோட வாலை சுருட்டிக்கலைனா அடி பலமா விழும் ,Hope_speech
OMG THAPPICHEN ithule oru appume naan install pannala ,Non_hope_speech
India support AMERICA ,Non_hope_speech
Hi mg sqaud ,not-Tamil
சரிப்பா இவ்ளோ பயப்படுத்தற.. பக்குனு ஆதுதுல ,Hope_speech
Bro india la intha vida mosama racists prachana nadakuthu first athuku pesunga bro ,Non_hope_speech
Bro india ku china vanthu nikuma thinking face thinking face thinking face ,Non_hope_speech
சொல்ற app la பாதி ஜியோ app ha இருக்க ,Non_hope_speech
@Mohamed Riyas hi bro gud nyt bro ,Hope_speech
China = virus ,not-Tamil
romba supera sonninga bro ,Hope_speech
பதினஞ்சு வருஷத்துக்கு முன்னாடி ஆப் இல்லாமல் தானே இருந்தோம் நல்லாதான் இருந்துச்சு வாழ்க்கை உடனே டிக் டாக் யூசி பிரவுசரை அழிக்கப் போறேன் ஜெய்ஹிந்த் ,Non_hope_speech
App banned pannadhu nalladhu ipoyavadhu arrivu vandhu iruku China va potuthalunadha India va pathu bayapuduvanga India mattama pannitu iruku ,Hope_speech
CORONA konjam perusa irundha adhaum thinuruvanunga..... ,Non_hope_speech
MG Squad ,not-Tamil
suya sarbu porulatharamnu seeman sonnaru. atha modi late ah eduthuruka but china itha pathu tha payapaduraaa. intha arivu modi ku eppa varuthu paru . ivlo nala china ta kasvangirupaaa neenag porul manufacturing pannatheenga nu modi. ,Non_hope_speech
Army mela thappu illa arasaangam thappu ,Non_hope_speech
Bro oru nalla money earning app pathi sollunga bro ,Non_hope_speech
Keep an online meet up bro ,Hope_speech
@Neha Priya aahh.... Cool nu solla mudiyaadhu pa.... Some times I'll get hurt..... But onnu rendu peroda negative thoughts la gavanam seluthuradha Vida nammala sutthi neraiya positivity iruku that keeps me stay positive ..... Avanga Ellam MG haters pa avangaloda nokame namma Kitta Ellam ipdi pesi nammala MG video paakama seiradhu thaan so namma avangaluku importance kuduka kudaadhu....... Mudinja aluvu andha maari cmmnts report panirunga and andha channel ah block pannirunga ,Hope_speech
Inshot app use pannalama anna.... China app pa ethu ,Non_hope_speech
Please remember jio... ,not-Tamil
G quad ,Hope_speech
Ada anda pulugi thalluriye pa ,Hope_speech
Tharkappu sakthi illa bro noi ethirppu sakthi ,Non_hope_speech
Ok aa super miss pantinga ,Hope_speech
MG Squad ,not-Tamil
Neenga ena phone vachurukinga ,Hope_speech
Parathesi epdi yosikkaraambaru ,Non_hope_speech
Tata mobile field kulla vantha semaiya irukum ,Hope_speech
என்னதாம்ப்பா சொல்ல வர்ற?nஒரு நிமிசத்துல சொல்ல வேண்டியத எல்லைப் பிரச்னை இதுன்னு ஒன்னரை மணி நேரமா தம் கட்ற?n20-20 காலம்ப்பா இது..nதிரும்ப டெஸ்ட்டுக்கு போகாத.. ,Non_hope_speech
Bro exam cancel pathi ethuvum solla matranaga ,Non_hope_speech
Chinan va 1967 lla nadandhatha pathin nenaikka solungu ,Non_hope_speech
Intha apps ban pandranala kandipa changes varum.apdi varathuna china konthalikanumnu avasiyam illaye ,Non_hope_speech
Bro subscribe pannunganu sollamattinga. Ippo add panitinga ,Hope_speech
I using cam scanner ,not-Tamil
Anna semester exam Ku permission kuduthutanga ,Hope_speech
காற்றின் மூலம் நோய் பரவும் உறுதியானால் இந்தியாவில் 50 சதவீதத்திற்க்கு அதிகமான மக்கள் பாதிக்கப்பட வாய்ப்புகள் உண்டு... ,Non_hope_speech
Apo Redmi phone ah otacharlama ,Hope_speech
pubg s.korea thaana ,Non_hope_speech
Sry to say this bronKonjam research nalla panni aprm video podunga bronInda virus 2012 laye saudi Arabia la report panni irukanganAnd ippo china la vandu irukku pola ,Non_hope_speech
Mg broo neenga epoum vera level ,Hope_speech
Pubg South Korea dhu dhane ,Non_hope_speech
இந்தியாவுக்கு மாஸ்க் போட வேண்டிய தான்... ,Hope_speech
Oh my god ,Non_hope_speech
Super bro...nTruecaller ku alternative iruka bro... ,Non_hope_speech
Bro snaptube ku oru alternative app sollunga bro ,Non_hope_speech
China -kim jong ? ,Hope_speech
Madan give me a like bro ,Non_hope_speech
ஆப்பிற்கு ஆப்பு வைக்கிறார்ள் மொபைலுக்கு எப்போ?? Mi store ,Non_hope_speech
Yes yes bro ,not-Tamil
பிரபாகரனை வணங்கும் ,Hope_speech
Tik tok use panradelam elame kirukku ,Non_hope_speech
mokka ila super than ,Hope_speech
சென்னையில் கொரோன குறைவதற்கு காரணம் சொந்த ஊருக்கு திரும்பிட்டாங்க. ,Hope_speech
Tik tokers lam idha ban pannalum vera edhadhu social media la irundhu molachu dha varuvanga....So our government banned tik tok is Correct...And India um konjam munneratume ,Non_hope_speech
Bro today thala DHONI birthday. Avara pathi pesunga .Frnds support panna like pannunga ,Hope_speech
சீனா அல்ல நாடும் ஆன்மீக பூமியான ஹிந்துஸ்தானை வெல்ல முடியாது ,Hope_speech
மீடியா நாய்களா கண்டிப்பா தடவை இந்தியா ஜெயிக்கும் டா அதுக்கான எல்லா இந்திய நாட்டில் இருக்குதுடா நாய்களா அப்படியே நாட்டை பெருசாகி பெருசாகி நம்ம நாட்டை சின்னதா பன்னிரதிங்கட மீடியா நாய்களா ,Non_hope_speech
சைனா காரனே விட்ட fake news ஐ நீங்க நம்பியது எப்படி? கொரோனா நேரம் கோழி இறச்சி ரூபாய் 30 தெரியுமா ? சைனா பன்றி இறக்குமதி அதிகம் from ஜப்பான் --- அமெரிக்கா ,Hope_speech
Anna University semester exam nadakuma nadakadha ..and pass out student Ku exam nadakuma illayanu ...Ila exam all pass poduvangalnu oru vide podunga bro ,Non_hope_speech
Bro say about nick vujicic ,Non_hope_speech
@fasarath ahmed namakku india dhan pa energy ,Hope_speech
Pls solunga bro. 10 update eppa varum. ,Non_hope_speech
நமசிவாய..nInstead uninstalling tik tok ,Non_hope_speech
Ama nanum atha nenacha ,Non_hope_speech
I have black play button.. yaarukku venum? ,Hope_speech
Jai Shankar u are right ,not-Tamil
Vera level bro ,Hope_speech
Bro indha app ellam eppidi ban pannuvaanga???thinking face thinking face ,Non_hope_speech
Na MG pathi video upload panni eruken yaru yaru pathinga????? ,Non_hope_speech
Tik tok uninstall pannavanga ....Like pannuga ,Non_hope_speech
Nadunilai Madan Gowri neenga Hindu thaanaa? Illa kaduvala yethirkara dravida kootamaa? Karuppar kootam channel namma kaduvula aabasama pesaranga athuku oru kandanam kuda podalaye nenga..ithu thaan unga nadu nilaiyaa????? Million viewers ah vechu selective va pesi money earn panna matum pothum nu irukeenga super.but social issue paththi pesa vanthutu ipadi selective choose panni ivangala matum target panni pesuna pothum nu iruntheenga oru naal unga subscribers ku therium bothu unga channel ah unsubscribe pannitu poiruvaanga...oru kaalathula nanum unga subscriber ah irunthavan thaan..but unga strategy ah purinchukiten.atha unsubcribe paniten... ,Non_hope_speech
Avanea google ah vechi othidhu irukane.... Enimea ah da ivan ah namburinga.. . ,Hope_speech
Na video pakkurathuku munnadia like potuteane ,Hope_speech
Games ku free fire sollalam illa? ,Non_hope_speech
are u mad ,not-Tamil
8.30pm to 9.0pm ,Hope_speech
நம்ம அரசாங்கம் நிலையில உறுதியா நல்லா இருக்கும்.... ,Hope_speech
Mukilan pathi pesunga bro Plse Plse ,Hope_speech
Padmanabhasawmy judgement enna achi bro ,Hope_speech
அமெரிக்கா இல்லை என்றால் இந்தியாவின் நிலைமை என்னவாகும். ,Non_hope_speech
^> Channel name ,not-Tamil
Bro Cam Scanner alternative sollunga ,Hope_speech
Appo namma ellarum 2020 thanduvommaa thinking face ,Non_hope_speech
Anna north super glasses pathi pasuga ,Hope_speech
Love you mg ,Non_hope_speech
7pn best time (Malaysia Time) ,not-Tamil
I am uninstall all china app boycott China ,Non_hope_speech
Parallel space app solla bro ,Hope_speech
Anna helo app padhdhi solluga Anna ,Non_hope_speech
@Adithyaa v ,Hope_speech
Well said ,Non_hope_speech
இந்திய மக்கள் தொகைபில் அரை பங்கினர் வருமை கோட்டின் கிழ் வாழ்பவரகவே இருக்கறார்கள் நிலையில் அம்பானி உலக பணக்காரர் பட்டியலில் பிடிப்பதால் இந்தியாவுக்கு நன்மை வரப்பபோகின்றது. ,Hope_speech
Nanri மறந்தவன் க்கு உய் இல்லை... வள்ளுவர் வாக்கு ,Hope_speech
Bro puthusaa vera topic podu bro ,Hope_speech
Mukilan pathi pesunga bro Plse ,Non_hope_speech
Bro pubg Chinese app aaaaaa ,Non_hope_speech
Use google meet ,Non_hope_speech
Ok da punda vaila yavan oothan epadi pesura Cana punda ,Hope_speech
Atha mothala olunga sollu da ,Non_hope_speech
Ungala maari niraya peru venum bro.... ,Non_hope_speech
Bro vera level transfer bro ,Hope_speech
Time travel இயந்திரம் கண்டு பிடித்ததால் covid 19 பரவாம தடுக்க முடியுமா????? ,Non_hope_speech
Tik Tok Haters like here..... ,Hope_speech
8 pm bro ,Hope_speech
Super vlog ,not-Tamil
Ye bro it wog la video post pannala athuku wait pannitu irukkom ,Hope_speech
Mg fans pleasenசேனல் பெயர் - jenith music nஒரு பார்த்து சின்ன சேனல் சப்போர்ட் பண்ணுங்க பிலீஸ் ,Non_hope_speech
Super bro ,not-Tamil
இந்தியா தனித்துவமான நாடாக இருக்க ,Hope_speech
Bro y no video today ,Non_hope_speech
Google meet use panalama ,Non_hope_speech
Unna partha ella youtuber kum porama thalaivaa ,Non_hope_speech
Innum hair cut panalaya bro..ninga eniku subscribers solradha udane ketrukinga bro... ,Non_hope_speech
sie eepudi than sir uno muthala sonaga coronavirus ku sonnanga aana athu oru pandamic aa aaiduthu ithu enna akapogudho ,Non_hope_speech
நோய்களின் உலகம் சைனா ,Non_hope_speech
mg vera level ,not-Tamil
௭வன்டா இந்தியா வேற மாதிரி ,Hope_speech
MG squad from Bangalore ,not-Tamil
No nPb no n ,Hope_speech
Bro tik tok bathela sheingari app use panalam mabro ,Non_hope_speech
62ku poitu vantha mari iruku ,Non_hope_speech
Unemployment pathi pesunga MG bro ,Non_hope_speech
7pm to 8 pm kulla vedio podunga bro ,Hope_speech
@THOR THUNDER enna bro solringa puriyala? ,Hope_speech
MG squad salem ,not-Tamil
Tiktok mattum illa kandipa chinese fox apps and products ah complete ah ban pannanum ,Non_hope_speech
orange heart I like pubg ,not-Tamil
